_id,Incident Type,Date & Time Occurred Start,Date & Time Occurred End,Criminal Offense,Date & Time Reported,Location,Common Name,Disposition
2014-00000595,Security Building,"April 14, 2014 at 11:30:00 AM","April 14, 2014 at 11:34:00 AM",,"April 14, 2014 at 11:30:20 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000596,Drunkeness,"April 15, 2014 at 4:13:00 AM","April 15, 2014 at 4:36:00 AM",Illegal Consumption by Minor,"April 15, 2014 at 4:34:02 AM",1820 CHICAGO AVE,Allison Hall,Referred
2014-00000598,Public Service,"April 15, 2014 at 3:34:00 PM","April 15, 2014 at 4:21:00 PM",,"April 15, 2014 at 3:35:18 PM",633 EMERSON ST,Student Health,Closed
2014-00000602,Property Lost,"March 31, 2014 at 3:00:00 PM","April 16, 2014 at 12:00:00 AM",,"April 16, 2014 at 10:47:46 AM",1201 DAVIS ST,,Closed
2014-00000603,Public Service,"April 16, 2014 at 5:27:00 PM","April 16, 2014 at 5:50:00 PM",,"April 16, 2014 at 5:36:22 PM",2006 MAPLE AVE,,Closed
2014-00000604,Public Service,"April 16, 2014 at 7:11:00 PM","April 16, 2014 at 7:20:00 PM",,"April 16, 2014 at 7:12:43 PM",1870 SHERIDAN RD,Millar Chapel,Closed
2014-00000605,Lost & found prop,"April 16, 2014 at 5:20:00 PM","April 16, 2014 at 5:40:00 PM",,"April 16, 2014 at 7:21:24 PM",1847 CAMPUS DR,Parking Structure,Closed
2014-00000606,Public Contact,"April 17, 2014 at 2:16:00 AM","April 17, 2014 at 2:35:00 AM",,"April 17, 2014 at 2:27:57 AM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00000607,Service to Other Agency,"April 17, 2014 at 3:54:00 AM","April 17, 2014 at 4:25:00 AM",,"April 17, 2014 at 4:07:27 AM",2100 RIDGE AVE,,Closed
2014-00000609,Public Service,"April 17, 2014 at 2:58:00 PM","April 17, 2014 at 3:25:00 PM",,"April 17, 2014 at 3:13:11 PM",2116 EWING AVE,,Closed
2014-00000610,Theft,"March 20, 2014 at 4:00:00 PM","April 03, 2014 at 4:00:00 PM",Theft $500 and Under,"April 17, 2014 at 4:28:05 PM",655 UNIVERSITY PL,South Mid-Quad,Closed
2014-00000611,Public Service,"April 17, 2014 at 5:50:00 PM","April 17, 2014 at 6:00:00 PM",,"April 17, 2014 at 5:51:12 PM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00000613,Public Contact,"April 18, 2014 at 12:57:00 PM","April 18, 2014 at 1:30:00 PM",,"April 18, 2014 at 1:34:32 PM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00000616,"Accident, personal injury","April 19, 2014 at 12:15:00 PM","April 19, 2014 at 12:15:00 PM",,"April 19, 2014 at 12:34:46 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00000618,Service to Other Agency,"April 19, 2014 at 1:35:00 PM","April 19, 2014 at 1:45:00 PM",Noise Prohibition (Loud Continued),"April 19, 2014 at 1:48:25 PM",1118 FOSTER ST,,Closed
2014-00000619,Public Service,"April 20, 2014 at 12:53:00 AM","April 20, 2014 at 1:39:00 AM",Possession of Drug Equipment,"April 20, 2014 at 1:15:57 AM",1927 ORRINGTON AVE,Foster/Walker,Referred
2014-00000620,"Accident, personal injury","April 20, 2014 at 7:01:00 PM","April 20, 2014 at 7:20:00 PM",,"April 20, 2014 at 7:16:00 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00000622,Damage property,"April 19, 2014 at 3:30:00 PM","April 21, 2014 at 7:45:00 AM",Criminal Damage to a Building (Not HIs/Her Own),"April 21, 2014 at 7:17:22 AM",640 LINCOLN ST,,Closed
2014-00000623,Fraudulent activities,"March 21, 2014 at 9:00:00 AM","March 24, 2014 at 5:00:00 PM",Fraud,"April 21, 2014 at 10:47:04 AM",2233 TECH DR,Mudd Library,Open
2014-00000624,Theft,"April 19, 2014 at 8:30:00 PM","April 21, 2014 at 1:45:00 PM",Theft $500 and Under,"April 21, 2014 at 2:12:06 PM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00000625,Theft,"April 21, 2014 at 11:30:00 AM","April 21, 2014 at 2:15:00 PM",Theft Over $500,"April 21, 2014 at 2:30:41 PM",2000 SHERIDAN RD,Program on Women,Open
2014-00000626,Theft,"April 21, 2014 at 9:00:00 PM","April 21, 2014 at 9:30:00 PM",Theft Over $500,"April 22, 2014 at 10:38:32 AM",1927 ORRINGTON AVE,Foster/Walker,Open
2014-00000627,Damage property,"April 19, 2014 at 4:00:00 PM","April 22, 2014 at 10:00:00 AM",Criminal Damage to Property,"April 22, 2014 at 11:08:55 AM",618 LIBRARY PL,Family Institute,Open
2014-00000629,Fire Call,"April 22, 2014 at 2:00:00 PM","April 22, 2014 at 2:48:00 PM",,"April 22, 2014 at 2:18:08 PM",1725 ORRINGTON AVE,McManus Living Center,Closed
2014-00000631,"Accident, personal injury","April 22, 2014 at 6:05:00 PM","April 22, 2014 at 6:16:00 PM",,"April 22, 2014 at 6:16:10 PM",601 LINCOLN ST,Long Field,Closed
2014-00000636,Public Service,"April 23, 2014 at 10:45:00 AM","April 23, 2014 at 10:45:00 AM",,"April 23, 2014 at 10:30:34 AM",2145 SHERIDAN RD,Technological Institute,Closed
2014-00000639,Fire Call,"April 23, 2014 at 2:58:00 PM","April 23, 2014 at 3:40:00 PM",,"April 23, 2014 at 3:09:54 PM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00000640,Larceny - theft,"April 22, 2014 at 12:00:00 AM","April 22, 2014 at 7:00:00 AM",Theft Over $500,"April 23, 2014 at 5:58:49 PM",1855 SHERIDAN RD,East Fairchild,Open
2014-00000641,Theft,"October 05, 2013 at 9:00:00 AM","March 01, 2014 at 5:00:00 PM",Theft Over $500,"April 24, 2014 at 8:37:42 AM",2120 CAMPUS DR,Annenberg,Open
2014-00000644,"Accident, personal injury","April 24, 2014 at 12:12:00 PM","April 24, 2014 at 12:30:00 PM",,"April 24, 2014 at 12:34:50 PM",2121 SHERIDAN RD,Garrett Seminary,Closed
2014-00000645,Service to Other Agency,"April 24, 2014 at 2:03:00 PM","April 24, 2014 at 2:15:00 PM",,"April 24, 2014 at 2:05:35 PM",SHERIDAN RD AND CHICAGO AVE,,Closed
2014-00000646,Public Service,"April 24, 2014 at 1:58:00 PM","April 24, 2014 at 2:25:00 PM",,"April 24, 2014 at 2:22:49 PM",633 EMERSON ST,Student Health,Closed
2014-00000651,Service to Other Agency,"April 25, 2014 at 10:30:00 PM","April 25, 2014 at 10:40:00 PM",,"April 25, 2014 at 10:45:56 PM",2603 SHERIDAN RD,,Closed
2014-00000652,Fraudulent activities,"April 26, 2014 at 10:35:00 AM","April 26, 2014 at 11:00:00 AM",Fraudulent Identification-no person shall carry or use,"April 26, 2014 at 10:35:00 AM",1201 DAVIS ST,,Closed
2014-00000653,Property Damage,"April 26, 2014 at 9:00:00 AM","April 26, 2014 at 5:00:00 PM",,"April 26, 2014 at 5:13:24 PM",2315 CAMPUS DR,,Closed
2014-00000657,Service to Other Agency,"April 26, 2014 at 9:15:00 PM","April 26, 2014 at 9:40:00 PM","Theft of Labor Services
Aggravated Assault","April 26, 2014 at 9:24:56 PM",2200 RIDGE AVE,,Closed
2014-00000658,Hit and Run,"April 26, 2014 at 7:00:00 AM","April 26, 2014 at 10:45:00 PM",Hit and Run,"April 26, 2014 at 11:24:12 PM",2407 SHERIDAN RD,Patten Gym,Open
2014-00000659,Service to Other Agency,"April 27, 2014 at 12:17:00 AM","April 27, 2014 at 12:33:00 AM",Violation of the Illinois Vehicle Code,"April 27, 2014 at 12:17:14 AM",NA,,Closed
2014-00000660,Service to Other Agency,"April 27, 2014 at 12:33:00 AM","April 27, 2014 at 12:48:00 AM",Violation of the Illinois Vehicle Code,"April 27, 2014 at 12:34:16 AM",1700 DODGE AVE,,Closed
2014-00000661,Drunkeness,"April 27, 2014 at 1:14:00 AM","April 27, 2014 at 1:31:00 AM",Illegal Consumption by Minor,"April 27, 2014 at 1:14:00 AM",1838 CHICAGO AVE,PARC Hall,Referred
2014-00000665,Service to Other Agency,"April 27, 2014 at 10:13:00 PM","April 27, 2014 at 10:17:00 PM",,"April 27, 2014 at 10:42:15 PM",1560 SHERMAN AVE,,Closed
2014-00000668,Public Service,"April 28, 2014 at 2:00:00 PM","April 28, 2014 at 2:09:00 PM",,"April 28, 2014 at 2:24:50 PM",601 UNIVERSITY PL,Scott Hall,Closed
2014-00000669,Theft,"April 26, 2014 at 12:00:00 PM","April 26, 2014 at 12:45:00 PM",Theft Over $500,"April 28, 2014 at 2:30:41 PM",626 UNIVERSITY PL,Shepard Hall,Closed
2014-00000670,Lost & found prop,"April 27, 2014 at 9:30:00 AM","April 27, 2014 at 9:45:00 AM",,"April 28, 2014 at 5:01:26 PM",2145 SHERIDAN RD,Technological Institute,Open
2014-00000671,Public Contact,"April 28, 2014 at 8:00:00 AM","April 28, 2014 at 7:34:00 PM",,"April 28, 2014 at 8:25:27 PM",1201 DAVIS ST,,Closed
2014-00000672,Theft,"April 25, 2014 at 8:30:00 AM","April 26, 2014 at 2:00:00 PM",Theft $500 and Under,"April 29, 2014 at 8:02:00 AM",2324 CAMPUS DR,Ayers,Closed
2014-00000675,Public Service,"April 29, 2014 at 11:15:00 AM","April 29, 2014 at 11:15:00 AM",,"April 29, 2014 at 11:25:39 AM",618 LIBRARY PL,Family Institute,Closed
2014-00000677,Public Service,"April 29, 2014 at 12:44:00 PM","April 29, 2014 at 1:50:00 PM",,"April 29, 2014 at 12:45:48 PM",633 EMERSON ST,Student Health,Closed
2014-00000678,Valid alarm activation,"April 28, 2014 at 2:14:00 PM","April 28, 2014 at 2:40:00 PM",,"April 29, 2014 at 2:21:19 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000679,Theft,"April 25, 2014 at 5:00:00 PM","April 28, 2014 at 8:00:00 AM",Theft $500 and Under,"April 29, 2014 at 4:08:31 PM",2315 SHERIDAN RD,McCulloch Hall,Closed
2014-00000680,Service to Other Agency,"April 29, 2014 at 7:30:00 AM","April 29, 2014 at 7:45:00 AM",All  Disorderly Conduct,"April 29, 2014 at 7:20:59 PM",2038 SHERMAN AVE,,Closed
2014-00000681,Traffic Arrest,"April 29, 2014 at 9:27:00 PM","April 29, 2014 at 10:55:00 PM","Improper Turn
Suspend, Revoked Driver's License","April 29, 2014 at 9:46:52 PM",1000 GROVE ST,,Closed
2014-00000682,Security Building,"April 29, 2014 at 11:10:00 PM","April 29, 2014 at 11:20:00 PM",,"April 29, 2014 at 11:11:02 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000683,Public Service,"April 30, 2014 at 2:31:00 AM","April 30, 2014 at 2:43:00 AM",,"April 30, 2014 at 2:42:26 AM",625 UNIVERSITY PL,Delta Delta Delta,Closed
2014-00000684,Damage property,"April 29, 2014 at 4:00:00 PM","April 30, 2014 at 6:30:00 AM","Criminal Trespass to land
Criminal Defacement
Criminal Damage to Property","April 30, 2014 at 6:54:00 AM",640 LINCOLN ST,,Open
2014-00000685,"Accident, personal injury","April 30, 2014 at 8:58:00 AM","April 30, 2014 at 8:58:00 AM",,"April 30, 2014 at 9:01:52 AM",2245 SHERIDAN RD,Sargent Hall,Closed
2014-00000686,Public Contact,"April 30, 2014 at 1:00:00 PM","April 30, 2014 at 1:15:00 PM",,"April 30, 2014 at 2:48:04 PM",2001 SHERIDAN RD,Jacobs Center,Closed
2014-00000688,Harassment,"April 30, 2014 at 11:39:00 PM","May 01, 2014 at 12:57:00 AM",All  Disorderly Conduct,"May 01, 2014 at 12:06:02 AM",1881 SHERIDAN RD,Harris Hall,Open
2014-00000689,Damage property,"April 30, 2014 at 3:00:00 PM","May 01, 2014 at 5:30:00 AM",Criminal Damage to Property,"May 01, 2014 at 7:50:45 AM",2325 SHERIDAN RD,Sigma Alpha Epsilon,Open
2014-00000691,Property found,"April 30, 2014 at 5:00:00 PM","May 01, 2014 at 7:24:00 AM",Criminal Damage to Property,"May 01, 2014 at 8:26:24 AM",1810 CHICAGO AVE,Sociology Department II,Closed
2014-00000692,Service to Other Agency,"May 01, 2014 at 4:15:00 PM","May 01, 2014 at 4:45:00 PM",Leaving Scene-Accident-death-Injury-$1000+DL(No DL-$2000-10%applies),"May 01, 2014 at 4:46:00 PM",SHERIDAN RD AND EMERSON ST,,Closed
2014-00000693,Public Contact,"May 01, 2014 at 8:00:00 PM","May 01, 2014 at 8:10:00 PM",,"May 01, 2014 at 8:07:14 PM",817 UNIVERSITY PL,,Closed
2014-00000694,Property Lost,"May 01, 2014 at 9:00:00 AM","May 01, 2014 at 5:00:00 PM",,"May 01, 2014 at 11:23:34 PM",60 ARTS CIRCLE DR,Regenstein,Closed
2014-00000697,Damage property,"May 02, 2014 at 5:15:00 AM","May 02, 2014 at 2:00:00 PM",,"May 02, 2014 at 2:41:56 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00000698,Public Service,"May 02, 2014 at 8:25:00 PM","May 02, 2014 at 8:45:00 PM",,"May 02, 2014 at 8:14:37 PM",1927 ORRINGTON AVE,Foster/Walker,Referred
2014-00000699,Public Contact,"May 02, 2014 at 10:06:00 PM","May 02, 2014 at 10:13:00 PM",,"May 02, 2014 at 10:15:09 PM",1900 SHERMAN AVE,,Closed
2014-00000700,Public Service,"May 03, 2014 at 1:05:00 AM","May 03, 2014 at 1:12:00 AM",Illegal Consumption by Minor,"May 03, 2014 at 1:28:59 AM",2000 SHERIDAN RD,Program on Women,Closed
2014-00000703,Damage property,"May 02, 2014 at 7:00:00 PM","May 03, 2014 at 11:00:00 AM",Criminal Damage to Property,"May 03, 2014 at 10:56:00 AM",2300 SHERIDAN RD,Tennis Courts,Closed
2014-00000705,Security Building,"May 03, 2014 at 2:05:00 PM","May 03, 2014 at 2:42:00 PM",,"May 03, 2014 at 2:10:53 PM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000706,Public Contact,"May 03, 2014 at 5:29:00 PM","May 03, 2014 at 5:35:00 PM",,"May 03, 2014 at 6:49:31 PM",1000 GARNETT PL,,Closed
2014-00000707,Service to Other Agency,"May 03, 2014 at 8:39:00 PM","May 03, 2014 at 9:00:00 PM",,"May 03, 2014 at 8:47:30 PM",2147 SHERMAN AVE,,Closed
2014-00000708,Public Service,"May 03, 2014 at 12:00:00 AM","May 04, 2014 at 12:22:00 AM",,"May 04, 2014 at 12:22:29 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00000710,Public Service,"May 04, 2014 at 1:05:00 AM","May 04, 2014 at 1:13:00 AM",Illegal Consumption by Minor,"May 04, 2014 at 1:14:48 AM",1000 GARNETT PL,,Closed
2014-00000713,Trespass,"May 05, 2014 at 11:30:00 AM","May 05, 2014 at 11:30:00 AM",Criminal Trespass to land,"May 05, 2014 at 12:29:17 PM",1970 CAMPUS DR,University Library,Open
2014-00000714,Service to Other Agency,"May 05, 2014 at 4:40:00 PM","May 05, 2014 at 5:00:00 PM",Criminal Damage to Property,"May 05, 2014 at 4:42:31 PM",901 NOYES ST,,Closed
2014-00000718,Service to Other Agency,"May 06, 2014 at 1:20:00 PM","May 06, 2014 at 2:00:00 PM",,"May 06, 2014 at 1:53:05 PM",NA,,Closed
2014-00000720,Hit and Run,"May 06, 2014 at 6:50:00 PM","May 06, 2014 at 9:15:00 PM",Hit and Run,"May 06, 2014 at 9:30:41 PM",1847 CAMPUS DR,Parking Structure,Closed
2014-00000721,Burglary,"May 06, 2014 at 12:30:00 PM","May 07, 2014 at 1:00:00 AM",Residential Burglary,"May 07, 2014 at 1:30:36 AM",1835 HINMAN AVE,Hinman Dorm,Open
2014-00000722,Security Building,"May 07, 2014 at 2:14:00 AM","May 07, 2014 at 2:20:00 AM",,"May 07, 2014 at 2:55:04 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000726,Public Service,"May 07, 2014 at 4:23:00 PM","May 07, 2014 at 4:35:00 PM",,"May 07, 2014 at 6:30:25 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00000727,Theft,"May 07, 2014 at 8:10:00 PM","May 07, 2014 at 8:15:00 PM",Theft $500 and Under,"May 07, 2014 at 8:16:08 PM",726 UNIVERSITY PL,Chapin Hall,Closed
2014-00000728,Valid alarm activation,"May 07, 2014 at 11:06:00 PM","May 07, 2014 at 11:30:00 PM",All  Disorderly Conduct,"May 07, 2014 at 11:09:05 PM",2247 SHERIDAN RD,Phi Kappa Psi,Referred
2014-00000729,Damage property,"May 07, 2014 at 3:15:00 PM","May 08, 2014 at 6:20:00 AM",Criminal Damage to Property,"May 08, 2014 at 6:44:39 AM",2325 SHERIDAN RD,Sigma Alpha Epsilon,Closed
2014-00000730,Service to Other Agency,"May 01, 2014 at 9:00:00 AM","May 08, 2014 at 10:00:00 AM",,"May 08, 2014 at 9:03:02 AM",NA,,Open
2014-00000731,Public Contact,"May 08, 2014 at 12:31:00 PM","May 08, 2014 at 12:43:00 PM",,"May 08, 2014 at 12:50:27 PM",1800 SHERIDAN RD,John Evans Center,Closed
2014-00000732,Theft,"May 02, 2014 at 7:30:00 AM","May 08, 2014 at 2:24:00 PM",Theft Over $500,"May 08, 2014 at 2:24:21 PM",1860 CAMPUS DR,Crowe Hall,Closed
2014-00000734,Security Building,"May 09, 2014 at 12:53:00 PM","May 09, 2014 at 12:54:00 PM",,"May 09, 2014 at 12:56:32 AM",600 EMERSON ST,Cahn Auditorium,Closed
2014-00000736,Valid alarm activation,"May 09, 2014 at 2:01:00 AM","May 09, 2014 at 2:25:00 AM",,"May 09, 2014 at 2:09:46 AM",2220 CAMPUS DR,Cook Hall,Closed
2014-00000737,Domestic Situation,"May 09, 2014 at 1:41:00 AM","May 09, 2014 at 1:53:00 AM",,"May 09, 2014 at 2:13:30 AM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00000738,Public Service,"May 09, 2014 at 8:27:00 AM","May 09, 2014 at 8:35:00 AM",,"May 09, 2014 at 8:43:22 AM",1841 CAMPUS DR,,Closed
2014-00000739,Theft,"May 07, 2014 at 10:00:00 PM","May 09, 2014 at 8:40:00 AM",Theft $500 and Under,"May 09, 2014 at 9:19:37 AM",1915 MAPLE AVE,Engelhart Hall,Open
2014-00000741,Damage property,"May 08, 2014 at 3:30:00 PM","May 09, 2014 at 6:15:00 AM",Criminal Damage to Property,"May 09, 2014 at 10:01:03 AM",2300 SHERIDAN RD,Tennis Courts,Closed
2014-00000742,Public Service,"May 09, 2014 at 10:08:00 AM","May 09, 2014 at 10:30:00 AM",,"May 09, 2014 at 10:30:11 AM",633 EMERSON ST,Student Health,Closed
2014-00000743,Theft,"April 01, 2014 at 12:00:00 PM","May 09, 2014 at 10:00:00 AM",Theft $500 and Under,"May 09, 2014 at 2:59:55 PM",726 UNIVERSITY PL,Chapin Hall,Closed
2014-00000744,Public Service,"May 09, 2014 at 4:00:00 PM","May 09, 2014 at 5:30:00 PM",,"May 09, 2014 at 6:06:56 PM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00000745,Damage property,"May 09, 2014 at 5:00:00 PM","May 09, 2014 at 6:29:00 PM",Criminal Damage to Property,"May 09, 2014 at 6:29:00 PM",1835 HINMAN AVE,Hinman Dorm,Closed
2014-00000746,Service to Other Agency,"May 09, 2014 at 9:31:00 PM","May 09, 2014 at 9:42:00 PM","All  Disorderly Conduct
Criminal Trespass to Residence","May 09, 2014 at 9:42:32 PM",2300 NOYES CT,,Closed
2014-00000747,Disorderly Conduct,"May 09, 2014 at 9:30:00 PM","May 09, 2014 at 10:30:00 PM",,"May 09, 2014 at 10:15:20 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00000748,Traffic offenses,"May 10, 2014 at 12:51:00 AM","May 10, 2014 at 2:45:00 AM","Driving in Wrong Lane
Disobeyed Traffic Control Signal
Driving Under the Influence - Zero Tolerance","May 10, 2014 at 1:18:58 AM",RIDGE AVE AND GROVE ST,,Closed
2014-00000749,Suspicious Circumstances,"May 10, 2014 at 1:15:00 PM","May 10, 2014 at 1:30:00 PM",,"May 10, 2014 at 1:29:54 PM",2133 SHERIDAN RD,Ford Engineering,Closed
2014-00000750,Theft,"March 23, 2014 at 11:00:00 AM","May 09, 2014 at 9:00:00 PM",Theft Over $500,"May 10, 2014 at 1:33:22 PM",2332 CAMPUS DR,Slivka Hall,Open
2014-00000752,"Accident, personal injury","May 10, 2014 at 3:09:00 PM","May 10, 2014 at 3:29:00 PM",,"May 10, 2014 at 3:10:48 PM",600 EMERSON ST,Cahn Auditorium,Closed
2014-00000753,Drunkeness,"May 10, 2014 at 9:31:00 PM","May 10, 2014 at 9:45:00 PM",Illegal Consumption by Minor,"May 10, 2014 at 9:32:57 PM",1927 ORRINGTON AVE,Foster/Walker,Closed
2014-00000754,Service to Other Agency,"May 10, 2014 at 11:43:00 PM","May 10, 2014 at 11:54:00 PM",Noise Prohibition (Loud Continued),"May 10, 2014 at 11:55:09 PM",2119 RIDGE AVE,,Closed
2014-00000756,Public Service,"May 11, 2014 at 1:07:00 AM","May 11, 2014 at 1:15:00 AM",,"May 11, 2014 at 1:07:05 AM",1835 HINMAN AVE,Hinman Dorm,Closed
2014-00000757,Public Service,"May 11, 2014 at 4:12:00 AM","May 11, 2014 at 4:34:00 AM",,"May 11, 2014 at 4:12:37 AM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00000758,Public Contact,"May 11, 2014 at 4:33:00 AM","May 11, 2014 at 5:00:00 AM","Illegal Possession by Minor
Alcoholic Beverages(Consumption/Possession In Public)","May 11, 2014 at 4:45:05 AM",SHERIDAN RD AND CHICAGO AVE,,Referred
2014-00000759,Public Service,"May 11, 2014 at 7:25:00 AM","May 11, 2014 at 7:45:00 AM",,"May 11, 2014 at 7:46:34 AM",2400 SHERIDAN RD,Elder Hall,Closed
2014-00000764,Damage property,"May 12, 2014 at 9:20:00 AM","May 12, 2014 at 9:30:00 AM",,"May 12, 2014 at 9:35:24 AM",1220 LEON PL,,Closed
2014-00000765,Damage property,"May 12, 2014 at 9:20:00 AM","May 12, 2014 at 9:30:00 AM",,"May 12, 2014 at 9:41:38 AM",NA,,Closed
2014-00000766,Public Service,"May 12, 2014 at 11:05:00 AM","May 12, 2014 at 11:05:00 AM",,"May 12, 2014 at 11:07:11 AM",1865 SHERMAN AVE,Willard Hall,Closed
2014-00000767,Damage property,"May 07, 2014 at 10:00:00 PM","May 08, 2014 at 7:30:00 AM","Theft $500 and Under
Criminal Damage to Property","May 12, 2014 at 11:34:21 AM",1999 CAMPUS DR,Norris Center,Closed
2014-00000769,Hit and Run,"May 11, 2014 at 5:00:00 PM","May 12, 2014 at 7:00:00 AM",Hit and Run,"May 12, 2014 at 2:53:11 PM",1501 CENTRAL ST,Ryan Field,Closed
2014-00000770,Battery,"May 12, 2014 at 3:45:00 PM","May 12, 2014 at 4:10:00 PM",Battery,"May 12, 2014 at 4:08:50 PM",1999 CAMPUS DR,Norris Center,Closed
2014-00000771,Theft,"May 12, 2014 at 2:00:00 AM","May 12, 2014 at 4:30:00 PM",Theft Over $500,"May 12, 2014 at 5:30:26 PM",630 EMERSON ST,Hobart House,Closed
2014-00000772,Service to Other Agency,"May 12, 2014 at 7:38:00 PM","May 12, 2014 at 7:42:00 PM",,"May 12, 2014 at 7:42:53 PM",1900 JACKSON AVE,,Closed
2014-00000775,Service to Other Agency,"May 13, 2014 at 7:31:00 PM","May 13, 2014 at 7:58:00 PM",,"May 13, 2014 at 7:30:16 PM",1642 ORRINGTON AVE,,Closed
2014-00000776,Service to Other Agency,"May 14, 2014 at 5:06:00 PM","May 14, 2014 at 5:20:00 PM",,"May 14, 2014 at 5:45:50 PM",1115 EMERSON ST,,Closed
2014-00000777,False alarm activation,"May 14, 2014 at 5:42:00 PM","May 14, 2014 at 6:10:00 PM",False Fire Alarm,"May 14, 2014 at 6:00:22 PM",2305 SHERIDAN RD,Bobb Hall,Closed
2014-00000778,Public Service,"May 14, 2014 at 5:49:00 PM","May 14, 2014 at 6:20:00 PM",,"May 14, 2014 at 6:00:41 PM",650 EMERSON ST,North Mid-Quad,Closed
2014-00000779,Service to Other Agency,"May 14, 2014 at 10:52:00 PM","May 15, 2014 at 12:20:00 AM",,"May 14, 2014 at 10:54:40 PM",SHERIDAN RD AND CHICAGO AVE,,Closed
2014-00000781,Suspicious Person(s),"May 15, 2014 at 8:00:00 AM","May 15, 2014 at 8:00:00 AM",,"May 15, 2014 at 8:30:09 AM",1871 ORRINGTON AVE,Kappa Kappa Gamma,Open
2014-00000784,Trespass,"May 08, 2014 at 10:00:00 AM","May 14, 2014 at 10:30:00 AM","Criminal Trespass to land
Trespass","May 16, 2014 at 11:25:11 AM",2335 SHERIDAN RD,Sigma Nu,Closed
2014-00000785,Service to Other Agency,"May 16, 2014 at 12:45:00 PM","May 16, 2014 at 1:30:00 PM",,"May 16, 2014 at 1:19:07 PM",RIDGE AVE AND FOSTER ST,,Closed
2014-00000786,Service to Other Agency,"May 16, 2014 at 3:12:00 PM","May 16, 2014 at 3:25:00 PM",,"May 16, 2014 at 3:25:13 PM",DAVIS ST AND OAK AVE,,Closed
2014-00000788,Public Service,"May 16, 2014 at 3:50:00 PM","May 16, 2014 at 4:00:00 PM",,"May 16, 2014 at 3:51:18 PM",633 EMERSON ST,Student Health,Closed
2014-00000789,Suspicious Circumstances,"May 15, 2014 at 8:00:00 AM","May 15, 2014 at 12:00:00 PM",,"May 16, 2014 at 4:42:50 PM",1870 SHERIDAN RD,Millar Chapel,Open
2014-00000790,Theft,"May 16, 2014 at 4:00:00 AM","May 16, 2014 at 11:00:00 AM",Theft Over $500,"May 16, 2014 at 5:21:15 PM",1855 SHERIDAN RD,East Fairchild,Open
2014-00000791,Drunkeness,"May 17, 2014 at 12:54:00 AM","May 17, 2014 at 1:22:00 AM",,"May 17, 2014 at 1:07:33 AM",2301 CAMPUS DR,Lakefill,Closed
2014-00000792,Drunkeness,"May 17, 2014 at 1:50:00 AM","May 17, 2014 at 2:10:00 AM",,"May 17, 2014 at 1:51:34 AM",1915 MAPLE AVE,Engelhart Hall,Closed
2014-00000793,Service to Other Agency,"May 17, 2014 at 2:10:00 AM","May 17, 2014 at 3:00:00 AM",,"May 17, 2014 at 2:52:39 AM",2021 RIDGE AVE,,Closed
2014-00000794,Drunkeness,"May 18, 2014 at 12:42:00 AM","May 18, 2014 at 1:06:00 AM","Drunkenness
Unlawful Urination/Defecation in Public","May 18, 2014 at 12:43:05 AM",1010 FOSTER ST,,Referred
2014-00000796,Public Service,"May 18, 2014 at 5:32:00 AM","May 18, 2014 at 5:50:00 AM",,"May 18, 2014 at 5:43:43 AM",1820 CHICAGO AVE,Allison Hall,Closed
